,index,reviewId,content,score,reviewCreatedVersion,at,Positive,Negative,Neutral,result
9064,9064,e1c98969-9958-4d5b-8acc-811030fccb8e,"Told me they cancelled the order after one hour and a half, the whole wallet thing is a scam, don't recommend the app at all, there are many better apps out there.",1,,1/7/2019 8:26,0.079,0.213,0.708,Negative
9067,9067,3b75b085-4949-4986-887a-fb36deeab407,Worst app .. simply ordered once and the driver reached my postion after 1 hour and a half ( his execuse was a location issue ) then I said lets try this app again I ordered at 11:15pm .. guess what .. I never recieved the order and got my order cancelled .. Slept starved that night,1,,1/6/2019 5:47,0.025,0.173,0.802,Negative
9068,9068,ffd15b13-77c4-4c69-82f1-bbb43da5c2c7,Horrible,1,6.0.0,1/5/2019 21:38,0.0,1.0,0.0,Negative
9069,9069,c05af053-5c62-4f7a-ad3d-28dfd46ce2d6,terrible customer service,1,,1/5/2019 20:45,0.0,0.608,0.392,Negative
9070,9070,899f50b2-499f-47c8-b373-4c9235ed569b,always late delivery,2,6.0.0,1/5/2019 20:18,0.0,0.0,1.0,Neutral
9075,9075,b1529734-4ebd-4ca2-93a2-b5ed16f1c8d4,good,4,6.0.0,1/3/2019 21:35,1.0,0.0,0.0,Positive
9077,9077,bfd389bc-124c-4324-93af-805561613abe,"the worst type of costumer support, they respond after you complain by almost a day , and they think a delay of 1 hour is worth 10SR ? my time is wasted i dont want money",2,6.0.0,1/1/2019 15:30,0.112,0.326,0.562,Negative
9082,9082,263cc5f4-16c4-4e4f-a3c1-c115d83ce7ad,love it,5,6.0.0,12/30/2018 13:42,0.808,0.0,0.192,Positive
9083,9083,3cc784e0-d89a-40c6-9ef4-47900cc3abdf,Awful app and poor customer service,1,,12/30/2018 7:06,0.0,0.604,0.396,Negative
9084,9084,ff06601a-d5f8-40dd-a6d4-ce8e7c0badea,"you are the worst food delivery application, how come that you don't have a support phone line to help the customers, i made an order and i waited for two hours, the restaurant number is always busy and you don't have a number to use while i already paid online using my credit card, what can be worse than that !!!! surely i will broadcast a very negative feedback about this app",1,6.0.0,12/28/2018 21:56,0.133,0.18,0.688,Negative
9085,9085,cfbb916a-af29-49d9-b7f9-82f0ab4a0742,"Very bad, doesn't work without network location enabled, even device only gps enabled it refuses to work",1,,12/28/2018 16:42,0.0,0.192,0.808,Negative
9086,9086,be9aab98-5030-4fec-b4f0-883d480521c7,"The interface is not very friendly, and its so strange that the app doesn't have a comments section..what if I want sauce on the side or no onions. That should be a given I think. Other than that the resturants variety is good and delivery time is good as well.",3,6.0.0,12/28/2018 8:10,0.165,0.133,0.701,Positive
9088,9088,fa3734a5-3fca-4c1b-bb14-20aa22692fb0,Bad customer service,1,5.9.4,12/26/2018 15:56,0.0,0.636,0.364,Negative
9091,9091,504415de-85b3-4eaf-a80f-ad45b95a6189,"Terrible application, so I ordered before through the app and the driver forgot an item, the customer service informed me that they have added the amount to my wallet, now after few days I came to use the app and use the amount from the wallet but guess what? there is no such options to redeem the amount from the wallet on the terrible application so I thought maybe the full site version has it and I used the site guess what again? I can't login there but I can login on my phone, such a mess!",1,6.0.0,12/23/2018 21:26,0.0,0.13,0.87,Negative
9094,9094,74b09420-bf37-404a-838c-0cc3128c7420,"horrible service .. why is this even an app? you guys need a UX designer so bad because your user journey doesnt make any sense ... and whats with your captains? why dont we confirm* receiving our orders? because simply a captain would swing away from our location and that's it, we cant reach tge captain .. go burn in hell hunger causers",1,6.0.0,12/22/2018 10:11,0.0,0.224,0.776,Negative
9095,9095,e0854e0b-eaef-4925-a79e-403e6ad63506,not all sandwiches available,3,6.0.0,12/21/2018 21:56,0.0,0.0,1.0,Neutral
9096,9096,eeb83833-30d3-475e-b9f5-df2540fd4994,"The app doesn't open without the location service being turned on, and I have to re-enter my address every time I open the app. It's inconvenient.",3,6.0.0,12/21/2018 17:29,0.0,0.094,0.906,Negative
9097,9097,efc3c416-c8a5-4f02-8b63-66a99f5f7f00,"I have a very bad experience and what is showing in the app totally different from what they say, i make an order today and after 45 minutes the customer service called me n say that my order is canceled due to the driver got into an accident. I told him I'll come to his location to pick up my order n he told me that the driver didn't get my order yet, but in the app it's showing that the driver is on his way to my location to deliver the order n i make a complain, but now they close the complain",1,6.0.0,12/21/2018 8:19,0.0,0.107,0.893,Negative
9098,9098,e2449aad-cb4f-45d6-bb90-6fbc295a13b3,sends pointless annoying notifications all the time,1,6.0.0,12/20/2018 19:03,0.0,0.31,0.69,Negative
9103,9103,3c89b137-e519-4bdf-8930-8ed65d143977,"very bad, no accuracy in delivery",1,6.0.0,12/18/2018 14:38,0.0,0.611,0.389,Negative
9104,9104,443f42ea-e7a5-4409-b0c4-0c6519b18105,Great customer service,5,,12/18/2018 4:36,0.672,0.0,0.328,Positive
9105,9105,0e4b1a15-cfaa-4460-a10a-a961efd9678c,Good service. Specially hunger staff very professional good follow up,5,6.0.0,12/18/2018 0:58,0.403,0.133,0.464,Positive
9107,9107,e653ef6e-9f60-4f57-b5c6-d324d30642a6,Good,5,,12/16/2018 22:36,1.0,0.0,0.0,Positive
9110,9110,8fde1f80-5ba6-4fbe-bd14-191d833309c5,poor customer services in case you got stuck,1,6.0.0,12/15/2018 19:59,0.0,0.459,0.541,Negative
9112,9112,ef858f2b-dbbd-407c-b98f-ff4da65f5972,Worst delivery. They said 30 mins but took more than an hour. No tracking to follow up. Really pathetic.,1,,12/15/2018 0:25,0.0,0.404,0.596,Negative
9113,9113,0c42b1cc-7260-4fc3-99e7-ac0a0e8ad6a3,i hate this app and there service,1,5.8.0,12/14/2018 21:55,0.0,0.425,0.575,Negative
9114,9114,b82a990c-6687-4287-abc5-11f0bf34cac1,Crashes a lot,3,6.0.0,12/14/2018 14:27,0.0,0.0,1.0,Neutral
9116,9116,e2995fc3-4b84-4086-a4b3-947aa9e3724c,I honestly cant understand how can they have the responsibility of over lot of restaurants but cant provide a decent customer services for problems. I cant call them I only can send them a ticket which they ignore. Leaving me in a mess with a missing order and losing money if you use your credit card. Am really annoyed by this,1,6.0.0,12/13/2018 8:44,0.076,0.281,0.643,Negative
9117,9117,e36b9b29-3408-4fd9-b757-6b4e51706ea7,Bad really bad,1,6.0.0,12/12/2018 23:41,0.0,0.879,0.121,Negative
9118,9118,476d813e-af3c-4811-8284-fa77efdb1e31,Want to order,5,6.0.0,12/12/2018 19:32,0.394,0.0,0.606,Positive
9121,9121,ffa5f565-e200-4d14-9e34-3143b4edbfd3,I have a car i needs ajob delivery,5,6.0.0,12/12/2018 14:53,0.0,0.0,1.0,Neutral
9122,9122,45ccd6b0-63f8-43fe-80ec-66a5d0c5e963,I have had some money in my wallet. However i couldn't use it because apparently the option doesnt even exist. And the amount at the wallet has expired and disappeared. I had no compensation nor any help when the problem was reported. Simply this app delivers your food. But if its the wrong order. Your screwed and that's your own problem. Huner station wont provide you any kind of help at all,2,6.0.0,12/11/2018 23:35,0.0,0.26,0.74,Negative
9123,9123,63b5015f-46d9-470f-894a-48702cae63f5,Can't get English language,1,6.0.0,12/11/2018 18:50,0.0,0.0,1.0,Neutral
9124,9124,c21f6956-8e6e-4fb5-b1da-e010ae13d2c7,Lack of proper communication,1,6.0.0,12/11/2018 15:42,0.0,0.434,0.566,Negative
9125,9125,e7eea7a9-998c-41d0-bf3a-fa00a81ccabc,The best,5,,12/11/2018 13:01,0.808,0.0,0.192,Positive
9126,9126,a2b87fbc-1a62-4c66-b3e7-38db5ce07d22,The worst delivery app ever. There contact system is very stupid and can't resolve any problems in proper time. Their drivers are always late and orders are always missing items.,1,6.0.0,12/11/2018 0:35,0.057,0.309,0.634,Negative
9127,9127,dad8c517-dcbb-42f3-8e8b-19eb53ad7e6a,no comments,3,,12/10/2018 19:41,0.0,0.688,0.312,Negative
9128,9128,f87cce65-d593-4ca7-b265-10ea68a8335e,"Well i have had very bad experience from this app! I am going to unistall it,",1,5.3.8,12/10/2018 19:17,0.115,0.225,0.66,Negative
9129,9129,6612ae8e-fd4a-4fea-8980-f639a1e4b55d,Wonderful application however the response team does not comply promptly as I'm in need of fast and quick solutions to solve my compensation issue Wich is 58,5,6.0.0,12/10/2018 5:42,0.231,0.0,0.769,Positive
9131,9131,4ab811d3-ed35-430f-87e3-354b9ab6daf1,Worst customer service ever. Simply avoid it.,1,6.0.0,12/9/2018 14:46,0.0,0.558,0.442,Negative
9133,9133,1c0019a4-3e01-4c05-92da-5484138991c3,"After pickup, drivers take too much time. There is no contact number of driver to follow up with on delivery. My last order, driver disappeared from the tracker. So far I did not receive my order more than 1hour and 30 min.",1,6.0.0,12/8/2018 18:46,0.03,0.094,0.876,Negative
9135,9135,7c626cc2-cf40-49fc-8a55-0458afedafae,The most stupid app ever witnessed it will make angry when already you are hungry,1,5.8.0,12/8/2018 12:32,0.0,0.35,0.65,Negative
9136,9136,b52dc702-1384-4e7d-bf8d-d9d74e456ad6,1. I can not order from two different places 2. There is no punctuality 3. Some drivers are not perfectly dressed 4. Most of the time the food arrive colder or hotter than it should be,1,6.0.0,12/7/2018 23:25,0.0,0.144,0.856,Negative
9137,9137,0ae4b2ad-7992-48ef-9cb8-e2f0cdd0c3d6,It's so helpful,5,6.0.0,12/7/2018 10:43,0.607,0.0,0.393,Positive
9138,9138,34a23dac-693c-4518-ac70-ab45684515a1,look like fake app,1,6.0.0,12/6/2018 17:01,0.329,0.408,0.263,Negative
9141,9141,f9032d98-697d-4235-9d19-2724ed83b3ae,Worst app. Had me wait for almost 2 hours and did not receive any single update. Called the customer service but no one is answering.,1,6.0.0,12/5/2018 17:38,0.0,0.196,0.804,Negative
9142,9142,b65496b5-ca5a-40a0-888e-bec50719e19c,best,5,6.0.0,12/5/2018 0:02,1.0,0.0,0.0,Positive
9144,9144,ac6dd1a2-ab16-496e-bad3-ddab36b5139c,Good,5,6.0.0,12/4/2018 8:43,1.0,0.0,0.0,Positive
9145,9145,e76a306d-443c-497c-8676-2b72ecf23272,good,5,6.0.0,12/3/2018 23:43,1.0,0.0,0.0,Positive
9146,9146,7809e892-5218-4464-87ea-f901494bf630,They never gave me what I actually ordered... And half the time it's incomplete or they brought it 5 hours later and cold,1,,12/3/2018 21:18,0.0,0.0,1.0,Neutral
9147,9147,7be0d8a0-f790-4d57-a1a8-63759e58ff07,"I put my credit card information but, somehow it was cash in delivery.",1,,12/3/2018 19:38,0.141,0.0,0.859,Positive
9149,9149,8ff9a9fd-87ee-49cf-9c91-03052f0a567d,"Worst most unreliable app! Customer service is worst. Other much better apps for food delivery. Once order placed, restaurants call to say it will cost more as hunger station prices not updated!! None delivery of some items! Items not delivered even over an hour. Bad food! Cold food! Delivery men don't use gps and keep calling for direction despite clear address on app",1,6.0.0,12/1/2018 20:52,0.038,0.224,0.738,Negative
9150,9150,31b53ed2-5f0a-4137-a9a3-77a63a995a57,I hate the App,1,,12/1/2018 19:51,0.0,0.649,0.351,Negative
9154,9154,ae01c61b-b7fc-4910-a223-53b8edb65e73,Worst delivery app in Saudi Arabia,1,6.0.0,11/30/2018 20:18,0.0,0.451,0.549,Negative
9155,9155,13adf779-1a4b-4258-85d4-80ff47bc5151,Love it,5,6.0.0,11/30/2018 9:46,0.808,0.0,0.192,Positive
9159,9159,c229909f-4d0f-4e39-aae0-cb16a8134fd6,It keeps crashing,1,6.0.0,11/27/2018 15:33,0.0,0.0,1.0,Neutral
9162,9162,91fe7336-96a5-4c2b-be6f-7383b173b734,Great service,5,6.0.0,11/25/2018 19:16,0.804,0.0,0.196,Positive
9163,9163,97d5109f-d35e-434f-8ed2-8294b9bce847,Best one of app,5,6.0.0,11/25/2018 18:10,0.583,0.0,0.417,Positive
9164,9164,c588e132-e7ef-40a7-ac0e-de19c40719c8,"There is no call center, thats bad. I want to cancel my order, and no option to cancel order",1,6.0.0,11/25/2018 13:35,0.052,0.472,0.476,Negative
9165,9165,d0b5c4c3-5816-4574-b171-0d61957ebf11,awesome,5,,11/25/2018 12:48,1.0,0.0,0.0,Positive
9166,9166,0ae61bf5-87f6-413d-90c9-cd1156598d04,I really love it,5,6.0.0,11/25/2018 8:25,0.692,0.0,0.308,Positive
9168,9168,17bad189-d0b0-45b1-8e8e-355d185cf48f,Worst app ever,1,5.9.4,11/24/2018 21:57,0.0,0.672,0.328,Negative
9169,9169,c8acf39b-d97d-4407-b846-5dab9c013f8a,Lots of times orders get canceled,3,6.0.0,11/24/2018 14:35,0.0,0.0,1.0,Neutral
9170,9170,2c1cb3cb-b45d-4ef1-a69a-568204294957,This review is for Hungrystation service not for the app. The app do what it is supposed to do. Most of the time orders delivered laaaaaaaate. And the food is cold and uneatable. Their customer service is useless as in such case they should refund or change the food. They only apologies which is not enough. Never pay using credit card with them because if the restaurant failed to deliver you have the option to kick the driver out. But if you paid using credit card you are screwed.,1,6.0.0,11/24/2018 1:35,0.0,0.143,0.857,Negative
9171,9171,946d6c7a-6295-4a60-a83a-c4daed292ffe,best delivery app,5,6.0.0,11/23/2018 15:32,0.677,0.0,0.323,Positive
9172,9172,c7c8e774-634b-4096-ba76-c1a10b85bdc4,Good app,5,5.3.8,11/23/2018 12:34,0.744,0.0,0.256,Positive
9173,9173,c1a53366-6915-45d5-aa57-16197b51d933,"The food take too long to deliver more than an hour (not even once). The App is bad, i can't even cancel an order. I can't change the payment method and some of them i can't click on some of the buttons.",1,6.0.0,11/22/2018 22:41,0.041,0.083,0.876,Negative
9175,9175,fab282e1-2ae7-4cb2-83a3-9b910447815f,The food can take over an hour to arrive with no guarantee of quality of service. Yes there is Timer and send complain but no real action to protect you as a customer,1,,11/21/2018 20:33,0.174,0.158,0.668,Positive
9176,9176,bf73d186-4712-4911-9364-3050a5573e0d,Very bad app also Kuwait country code wrong so i cannot add my phone number to make an order,1,5.9.4,11/20/2018 22:11,0.056,0.297,0.647,Negative
9178,9178,314cfa7a-2ad4-4203-bfdb-17ed042f8fac,Awesome app,5,5.9.4,11/19/2018 19:31,0.804,0.0,0.196,Positive
9179,9179,6c6ac563-2265-4d08-bdf8-48a599600e70,"There is just one way to pay,, on delivery. What if we don't have cash?!",2,5.9.4,11/19/2018 19:01,0.0,0.0,1.0,Neutral
9180,9180,e9c9c553-9177-4b56-9df3-83bb753cc752,Not valid for money and delivery charges are too high,1,5.9.4,11/19/2018 17:10,0.0,0.189,0.811,Negative
9181,9181,fc061ed4-3af3-4dce-8128-436f3e2d39bd,The price for the delivery is so expensive even if I'm near from the restaurant!,1,5.9.4,11/19/2018 2:28,0.0,0.0,1.0,Neutral
9182,9182,71081ae0-eeaa-4c39-abc5-aa8cd2837d03,Nice and easy to use,5,5.9.4,11/18/2018 22:01,0.655,0.0,0.345,Positive
9183,9183,615f1669-c600-402e-ba84-918ea0acae26,That is good at all,5,5.9.4,11/18/2018 20:19,0.42,0.0,0.58,Positive
9184,9184,ed28abf9-9d37-4938-a459-6816a6d4aaca,"Very good,",5,5.9.4,11/17/2018 21:47,0.762,0.0,0.238,Positive
9185,9185,640182b0-a2df-4442-a4ef-c89ca07a6b06,Its good to order,5,,11/17/2018 19:58,0.492,0.0,0.508,Positive
9186,9186,8921e1ad-7f75-491d-add3-acd8f799abf6,Good service,4,5.9.4,11/17/2018 19:47,0.744,0.0,0.256,Positive
9190,9190,12aa83e5-5e1a-4a65-94fc-b6e743d9912d,Love it.. easy pro and honest.,5,5.8.0,11/14/2018 11:42,0.776,0.0,0.224,Positive
9191,9191,50efd5b4-f3cd-4a1b-ac71-a87273ff83f0,have a good luck nice project,5,5.9.4,11/14/2018 10:12,0.813,0.0,0.187,Positive
9194,9194,f5ac168d-a208-441e-a7f9-339a2411df8c,poor service,1,,11/13/2018 16:37,0.0,0.756,0.244,Negative
9195,9195,6a0b629c-bfd3-4572-ae20-0346ea6d578a,good,5,,11/13/2018 4:19,1.0,0.0,0.0,Positive
9196,9196,cc41c498-6027-4338-86f4-3522f8d0d332,The interface is really bad and I have 2 keep entering the address.,2,5.8.0,11/12/2018 19:31,0.0,0.275,0.725,Negative
9197,9197,8e1e8ebd-3638-49d3-96b7-c58f87d21305,Good application,5,,11/12/2018 15:44,0.744,0.0,0.256,Positive
9198,9198,bae6424c-3672-4a21-96e3-dede3551179b,alwats late delivwry,1,,11/12/2018 12:16,0.0,0.0,1.0,Neutral
9201,9201,b95c3d5d-0273-4aad-b988-601962a81eca,Bad service all orders take long long time to arrive and the timer inside the app is a joke cause all restaurant delivered late through this app,1,,11/10/2018 16:05,0.074,0.118,0.808,Negative
9202,9202,beb78976-bb1e-4b96-a2ec-1ee6dcdce2cb,Very poor service...i placed the order at 10:00PM... the order was delivered at 12:45 am....they missed one of the items...the bill shiwed the time of 10:23 pm....the order was cold....never goona order....disappointing,1,5.8.0,11/10/2018 0:53,0.0,0.157,0.843,Negative
9203,9203,fa191129-b4ad-4264-9366-d3fec515a36a,Bad app The worst one i have ever used,1,5.8.0,11/9/2018 23:59,0.0,0.559,0.441,Negative
9205,9205,40c13f8b-1fc5-4617-a6a9-3aeaf1f21e25,When I pick a location in Jeddah manually !.. the app says sorry the location is out of Saudi arabia.. even in Riyadh the same out of Saudi arabia,1,5.8.0,11/9/2018 18:10,0.0,0.058,0.942,Negative
9206,9206,132534b0-5d2a-401c-bcb5-7e172d2c2bbb,"Very poor service. Restaurants do not meet the time allotted and don't seem to care. No real way to contact Hunger Station in a timely manner. Basically, a joke.",1,5.8.0,11/9/2018 17:42,0.064,0.297,0.639,Negative
9208,9208,c10cad3d-0fbd-48b1-a621-018ac501ea81,Good aap. For food delivery,5,5.8.0,11/7/2018 13:45,0.42,0.0,0.58,Positive
9212,9212,f71c5a14-d5a2-43c7-8ca8-81b778c1cc06,You guys are great,5,5.8.0,11/6/2018 21:44,0.577,0.0,0.423,Positive
9217,9217,bb689c19-1c61-486e-bda5-16d129b4ed2d,Top deal kinda app. I like it,5,5.8.0,11/3/2018 20:43,0.501,0.0,0.499,Positive
9218,9218,39c53e15-44c3-4363-9996-73c6c389c6ee,The only reason I did 5 star because tafash and jasoom are in add,5,5.8.0,11/3/2018 19:48,0.0,0.0,1.0,Neutral
9220,9220,037f618e-e573-40cc-b742-44187c2e673e,Verry good,5,,11/3/2018 4:46,0.744,0.0,0.256,Positive
9221,9221,19c5041c-25ba-432a-baf9-02810e22b620,this app sucks,1,5.8.0,11/3/2018 0:44,0.0,0.556,0.444,Negative
9223,9223,2702628b-11ce-4ef2-8782-fc02f3c1e7fa,"Very bad, talabat much better",1,5.8.0,11/2/2018 16:44,0.299,0.391,0.31,Negative
9224,9224,da56aca8-2c17-4781-a2fe-18a707e9d163,Worst customer service. No actually no customer service at all. Worst delivery prices. If your food was never delivered no one will fix it. No one is there its you and your luck you might get your order or not. -5 stars UPDATE: I gave it another try they fixed customer service for a while then it changed. You might order it will take the price from your credit then the order get canceled and no one will support you. Total disaster uninstalling for good this time,1,,11/2/2018 1:36,0.104,0.217,0.679,Negative
